gen,arch,wr,champ_change
6,エンテイex＋炎,0.6357,yes
6,スイクンex＋ビーダル,0.7417,yes
6,ブイズ6種＋イーブイ,0.6765,yes
6,ミロカロスex＋水,0.6574,yes
6,レジアイスex＋鋼,0.2713,yes
6,ドサイドンex＋闘,0.6530,yes
6,カイリューex＋ドラゴン,0.7026,yes
6,ミュウ＋超単純,0.4565,yes
6,ヤミラミex＋のろい,0.5545,no
6,ガブリアスex＋ドラゴン,0.5435,yes
6,ハピナスex＋無色,0.3609,yes
6,ゲノセクトex＋草,0.7243,yes
6,ゼルネアスex＋フェアリー,0.5139,yes
6,シルヴァディex＋無色,0.6278,yes
6,バンバドロex＋闘,0.5226,yes
6,メガチルタリスex,0.7783,yes
6,フォレトスex＋草,0.4852,yes
6,アーマーガアex＋鋼,0.6070,yes
6,ウーラオスex＋闘,0.7826,yes
6,ザシアンex＋鋼,0.5287,yes
6,ザマゼンタex＋鋼,0.7678,yes
6,ビクティニex＋炎,0.5922,yes
6,タイレーツex＋闘,0.5374,yes
6,イエッサンex＋超,0.5974,yes
6,バドレックスex＋超,0.6887,yes
6,ディアルガex＋鋼,0.6913,yes
6,パルキアex＋水鋼,0.8148,yes
6,ルンパッパex＋草水,0.6739,yes
6,ニンフィアex＋超,0.6400,yes
6,ヨクバリス＋無色,0.5643,yes
6,カイオーガex＋雨乞い,0.6609,yes
6,グラードンex＋闘炎,0.5452,yes
6,レックウザex＋ドラゴン,0.4113,yes
6,デオキスex＋超,0.4896,yes
6,ジラーチ＋願い星,0.5452,yes
6,マナフィ＋水,0.5826,yes
6,シェイミex＋草,0.4070,yes
6,ニャオニクスex＋超,0.3870,yes
6,バシャーモex＋炎闘,0.6896,yes
6,ラティオスex＋ドラゴン,0.5783,yes
6,ラティアスex＋ドラゴン,0.6609,yes
6,ネクロズマex＋超,0.2765,yes
6,ルナアーラex＋超,0.4896,yes
6,ソルガレオex＋鋼超,0.5739,yes
6,マーシャドー＋無色,0.6765,yes
6,ウルトラネクロズマex＋ドラゴン,0.6322,yes
6,ジジーロンex＋ドラゴン,0.8087,yes
6,ドラパルトex＋ドラゴン,0.6113,yes
6,ハバタクカミex＋超悪,0.4704,yes
6,テツノカイナex＋雷,0.6235,yes
6,テツノブジンex＋鋼,0.5061,yes
6,サーフゴーex＋鋼,0.6617,yes
6,ディンルーex＋闘,0.8087,yes
6,チオンジュウex＋草超,0.6252,yes
6,イーユイex＋炎,0.6522,yes
6,ミライドンex＋雷,0.5661,yes
6,コライドンex＋闘,0.4052,yes
6,リキキリンex＋無色,0.4113,yes
7,メガライボルトex,0.8554,no
7,マグネゾーン＋メガマンエクトex,0.4783,yes
7,サンダースex単,0.6029,no
7,ピカチュウex＋ライチュウ,0.4922,yes
7,ラプラスex＋雷,0.6574,yes
7,メガリザードンX ex,0.6038,no
7,メガリザードンY ex,0.7867,no
7,メガブレイズiken ex,0.6817,yes
7,ウインディex＋炎,0.7539,no
7,リザードンex＋カエンジシ,0.5951,no
7,フリーザーex＋カスミ,0.7603,no
7,スイクンex＋ゲッコウガ,0.4745,no
7,カメックスex,0.7365,yes
7,ギャラドスex,0.3478,yes
7,ラプラスex単,0.4017,yes
7,パルキアex＋水,0.3719,no
7,フシギバナex＋どく,0.4965,yes
7,メガフシギバナex,0.5626,yes
7,エーフィex＋草,0.6875,no
7,マスカーニャex＋草,0.7296,no
7,ストライクex＋草,0.6296,yes
7,ミュウツーex＋サーナイト,0.5200,yes
7,ゲンガーex＋ムゲンダイナ,0.7035,yes
7,フーパ＋超,0.2983,yes
7,メガガーデボワールex,0.7252,yes
7,ミュウex＋超,0.5287,yes
7,ソーナンス＋ミュウツー,0.5278,no
7,サザンドラ＋メガアブソルex,0.4217,yes
7,ヒードランex＋悪,0.5878,yes
7,ムゲンダイナex＋悪,0.2896,yes
7,ブラッキーex＋悪,0.6226,yes
7,イーブイ＋悪進化,0.4826,yes
7,ガラガラ＋化石,0.6296,yes
7,メガルカリオex,0.6426,yes
7,テラキオンex＋闘,0.5968,no
7,メガロペッコex,0.4122,yes
7,ルカリオex＋闘,0.4180,no
7,ハガネールex＋鋼壁,0.5661,yes
7,メガシザリガーex,0.6983,yes
7,コバルオンex＋鋼,0.7826,yes
7,メタグロスex＋鋼,0.7922,yes
7,メガアルタリアex,0.6591,yes
7,ギラティナVSTAR,0.3565,yes
7,パルキアex＋ドラゴン,0.5261,yes
7,オノノクス＋ドラゴン,0.6270,yes
7,カビゴン＋無色,0.7939,yes
7,ケンタロスex＋無色,0.4696,yes
7,ミュウツーex＋ゲッコウガ,0.5148,yes
7,メガリザードンex＋マフォクシー,0.4965,yes
7,スイクンex＋カスミ,0.7148,yes
7,ゲッコウガ＋ブラッキーex,0.7417,yes
7,フシギバナex＋ミュウex,0.6809,yes
7,サザンドラ＋ギラティナ,0.6522,yes
7,カメックスex＋カスミ,0.5287,no
7,リザードンex＋ゲッコウガ,0.5400,yes
7,ルギアex＋無色,0.4270,yes
7,ホウオウex＋炎,0.7435,yes
7,ライコウex＋雷,0.3470,yes
7,エンテイex＋炎,0.5957,yes
7,スイクンex＋ビーダル,0.7487,yes
7,ブイズ6種＋イーブイ,0.6583,yes
7,ミロカロスex＋水,0.5681,no
7,レジアイスex＋鋼,0.2652,yes
7,ドサイドンex＋闘,0.5791,yes
7,カイリューex＋ドラゴン,0.7122,yes
7,ミュウ＋超単純,0.4730,yes
7,ヤミラミex＋のろい,0.6417,yes
7,ガブリアスex＋ドラゴン,0.4852,yes
7,ハピナスex＋無色,0.3765,yes
7,ゲノセクトex＋草,0.7609,yes
7,ゼルネアスex＋フェアリー,0.4704,yes
7,シルヴァディex＋無色,0.6357,yes
7,バンバドロex＋闘,0.4991,yes
7,メガチルタリスex,0.7783,yes
7,フォレトスex＋草,0.4670,yes
7,アーマーガアex＋鋼,0.6661,yes
7,ウーラオスex＋闘,0.7896,yes
7,ザシアンex＋鋼,0.5043,yes
7,ザマゼンタex＋鋼,0.7617,yes
7,ビクティニex＋炎,0.5200,yes
7,タイレーツex＋闘,0.5696,yes
7,イエッサンex＋超,0.5852,yes
7,バドレックスex＋超,0.7287,yes
7,ディアルガex＋鋼,0.6983,yes
7,パルキアex＋水鋼,0.8157,yes
7,ルンパッパex＋草水,0.6783,yes
7,ニンフィアex＋超,0.6365,yes
7,ヨクバリス＋無色,0.5852,yes
7,カイオーガex＋雨乞い,0.8078,yes
7,グラードンex＋闘炎,0.5565,yes
7,レックウザex＋ドラゴン,0.3817,yes
7,デオキスex＋超,0.4913,yes
7,ジラーチ＋願い星,0.5435,yes
7,マナフィ＋水,0.5330,yes
7,シェイミex＋草,0.4165,yes
7,ニャオニクスex＋超,0.5009,yes
7,バシャーモex＋炎闘,0.6643,yes
7,ラティオスex＋ドラゴン,0.5765,yes
7,ラティアスex＋ドラゴン,0.6600,yes
7,ネクロズマex＋超,0.2870,yes
7,ルナアーラex＋超,0.4791,yes
7,ソルガレオex＋鋼超,0.5739,yes
7,マーシャドー＋無色,0.6661,yes
7,ウルトラネクロズマex＋ドラゴン,0.4829,no
7,ジジーロンex＋ドラゴン,0.7957,yes
7,ドラパルトex＋ドラゴン,0.6026,yes
7,ハバタクカミex＋超悪,0.4443,yes
7,テツノカイナex＋雷,0.6217,yes
7,テツノブジンex＋鋼,0.4635,yes
7,サーフゴーex＋鋼,0.6591,yes
7,ディンルーex＋闘,0.7452,yes
7,チオンジュウex＋草超,0.6391,yes
7,イーユイex＋炎,0.6270,yes
7,ミライドンex＋雷,0.6617,yes
7,コライドンex＋闘,0.3974,yes
7,リキキリンex＋無色,0.4174,yes
8,メガライボルトex,0.8414,no
8,マグネゾーン＋メガマンエクトex,0.4849,no
8,サンダースex単,0.5991,no
8,ピカチュウex＋ライチュウ,0.5165,yes
8,ラプラスex＋雷,0.6748,yes
8,メガリザードンX ex,0.5991,yes
8,メガリザードンY ex,0.8235,yes
8,メガブレイズiken ex,0.6617,yes
8,ウインディex＋炎,0.7870,yes
8,リザードンex＋カエンジシ,0.5791,no
8,フリーザーex＋カスミ,0.7765,yes
8,スイクンex＋ゲッコウガ,0.5122,yes
8,カメックスex,0.7209,no
8,ギャラドスex,0.3765,yes
8,ラプラスex単,0.3762,no
8,パルキアex＋水,0.6148,yes
8,フシギバナex＋どく,0.4681,no
8,メガフシギバナex,0.5232,no
8,エーフィex＋草,0.6791,yes
8,マスカーニャex＋草,0.7443,yes
8,ストライクex＋草,0.6026,yes
8,ミュウツーex＋サーナイト,0.5426,yes
8,ゲンガーex＋ムゲンダイナ,0.6870,yes
8,フーパ＋超,0.2930,yes
8,メガガーデボワールex,0.7200,yes
8,ミュウex＋超,0.5139,yes
8,ソーナンス＋ミュウツー,0.5270,no
8,サザンドラ＋メガアブソルex,0.4409,yes
8,ヒードランex＋悪,0.5365,yes
8,ムゲンダイナex＋悪,0.2800,yes
8,ブラッキーex＋悪,0.6600,yes
8,イーブイ＋悪進化,0.4913,yes
8,ガラガラ＋化石,0.5870,yes
8,メガルカリオex,0.6096,yes
8,テラキオンex＋闘,0.6383,yes
8,メガロペッコex,0.4009,yes
8,ルカリオex＋闘,0.4765,yes
8,ハガネールex＋鋼壁,0.5084,no
8,メガシザリガーex,0.7061,yes
8,コバルオンex＋鋼,0.7878,yes
8,メタグロスex＋鋼,0.7296,yes
8,メガアルタリアex,0.6365,yes
8,ギラティナVSTAR,0.3635,yes
8,パルキアex＋ドラゴン,0.5383,yes
8,オノノクス＋ドラゴン,0.5974,yes
8,カビゴン＋無色,0.7583,yes
8,ケンタロスex＋無色,0.4435,yes
8,ミュウツーex＋ゲッコウガ,0.4209,yes
8,メガリザードンex＋マフォクシー,0.5313,yes
8,スイクンex＋カスミ,0.7417,yes
8,ゲッコウガ＋ブラッキーex,0.6904,yes
8,フシギバナex＋ミュウex,0.6730,yes
8,サザンドラ＋ギラティナ,0.6478,yes
8,カメックスex＋カスミ,0.6087,yes
8,リザードンex＋ゲッコウガ,0.5557,yes
8,ルギアex＋無色,0.3383,yes
8,ホウオウex＋炎,0.7530,yes
8,ライコウex＋雷,0.3322,yes
8,エンテイex＋炎,0.4904,no
8,スイクンex＋ビーダル,0.7148,yes
8,ブイズ6種＋イーブイ,0.7130,yes
8,ミロカロスex＋水,0.6470,yes
8,レジアイスex＋鋼,0.2478,yes
8,ドサイドンex＋闘,0.5983,yes
8,カイリューex＋ドラゴン,0.8000,yes
8,ミュウ＋超単純,0.4565,yes
8,ヤミラミex＋のろい,0.5600,yes
8,ガブリアスex＋ドラゴン,0.4939,yes
8,ハピナスex＋無色,0.3991,yes
8,ゲノセクトex＋草,0.7591,yes
8,ゼルネアスex＋フェアリー,0.4003,no
8,シルヴァディex＋無色,0.5991,yes
8,バンバドロex＋闘,0.4991,yes
8,メガチルタリスex,0.7670,yes
8,フォレトスex＋草,0.4574,yes
8,アーマーガアex＋鋼,0.5852,yes
8,ウーラオスex＋闘,0.7652,yes
8,ザシアンex＋鋼,0.5409,yes
8,ザマゼンタex＋鋼,0.7678,yes
8,ビクティニex＋炎,0.5000,yes
8,タイレーツex＋闘,0.5539,yes
8,イエッサンex＋超,0.6913,yes
8,バドレックスex＋超,0.7130,yes
8,ディアルガex＋鋼,0.6835,yes
8,パルキアex＋水鋼,0.7426,yes
8,ルンパッパex＋草水,0.6843,yes
8,ニンフィアex＋超,0.6652,yes
8,ヨクバリス＋無色,0.5765,yes
8,カイオーガex＋雨乞い,0.7870,yes
8,グラードンex＋闘炎,0.5843,yes
8,レックウザex＋ドラゴン,0.3504,yes
8,デオキスex＋超,0.5504,yes
8,ジラーチ＋願い星,0.5313,yes
8,マナフィ＋水,0.5130,yes
8,シェイミex＋草,0.4157,yes
8,ニャオニクスex＋超,0.4809,yes
8,バシャーモex＋炎闘,0.6165,yes
8,ラティオスex＋ドラゴン,0.5713,yes
8,ラティアスex＋ドラゴン,0.6409,yes
8,ネクロズマex＋超,0.2617,yes
8,ルナアーラex＋超,0.5600,yes
8,ソルガレオex＋鋼超,0.5617,yes
8,マーシャドー＋無色,0.7487,yes
8,ウルトラネクロズマex＋ドラゴン,0.6713,yes
8,ジジーロンex＋ドラゴン,0.8009,yes
8,ドラパルトex＋ドラゴン,0.6035,yes
8,ハバタクカミex＋超悪,0.4348,yes
8,テツノカイナex＋雷,0.5696,yes
8,テツノブジンex＋鋼,0.4843,yes
8,サーフゴーex＋鋼,0.6443,yes
8,ディンルーex＋闘,0.7400,yes
8,チオンジュウex＋草超,0.6530,yes
8,イーユイex＋炎,0.6374,yes
8,ミライドンex＋雷,0.6452,yes
8,コライドンex＋闘,0.3417,yes
8,リキキリンex＋無色,0.4139,yes
9,メガライボルトex,0.8412,no
9,マグネゾーン＋メガマンエクトex,0.4707,no
9,サンダースex単,0.5983,yes
9,ピカチュウex＋ライチュウ,0.5183,no
9,ラプラスex＋雷,0.6733,no
9,メガリザードンX ex,0.5957,yes
9,メガリザードンY ex,0.7959,no
9,メガブレイズiken ex,0.7357,yes
9,ウインディex＋炎,0.7670,yes
9,リザードンex＋カエンジシ,0.6139,yes
9,フリーザーex＋カスミ,0.7609,yes
9,スイクンex＋ゲッコウガ,0.4493,no
9,カメックスex,0.7513,yes
9,ギャラドスex,0.3670,no
9,ラプラスex単,0.3872,no
9,パルキアex＋水,0.6113,yes
9,フシギバナex＋どく,0.4852,yes
9,メガフシギバナex,0.5272,no
9,エーフィex＋草,0.6730,yes
9,マスカーニャex＋草,0.7548,yes
9,ストライクex＋草,0.5730,no
9,ミュウツーex＋サーナイト,0.5487,yes
9,ゲンガーex＋ムゲンダイナ,0.7243,yes
9,フーパ＋超,0.3217,yes
9,メガガーデボワールex,0.7574,yes
9,ミュウex＋超,0.5078,yes
9,ソーナンス＋ミュウツー,0.5826,yes
9,サザンドラ＋メガアブソルex,0.4574,yes
9,ヒードランex＋悪,0.5687,yes
9,ムゲンダイナex＋悪,0.2930,yes
9,ブラッキーex＋悪,0.6661,yes
9,イーブイ＋悪進化,0.5035,yes
9,ガラガラ＋化石,0.5652,yes
9,メガルカリオex,0.5704,yes
9,テラキオンex＋闘,0.6191,yes
9,メガロペッコex,0.4122,yes
9,ルカリオex＋闘,0.4713,yes
9,ハガネールex＋鋼壁,0.5023,no
9,メガシザリガーex,0.7200,yes
9,コバルオンex＋鋼,0.8157,yes
9,メタグロスex＋鋼,0.7409,yes
9,メガアルタリアex,0.6696,yes
9,ギラティナVSTAR,0.2980,no
9,パルキアex＋ドラゴン,0.5139,yes
9,オノノクス＋ドラゴン,0.7235,yes
9,カビゴン＋無色,0.6986,no
9,ケンタロスex＋無色,0.5835,yes
9,ミュウツーex＋ゲッコウガ,0.4017,yes
9,メガリザードンex＋マフォクシー,0.5322,yes
9,スイクンex＋カスミ,0.7235,yes
9,ゲッコウガ＋ブラッキーex,0.7243,yes
9,フシギバナex＋ミュウex,0.6765,yes
9,サザンドラ＋ギラティナ,0.7643,yes
9,カメックスex＋カスミ,0.5896,yes
9,リザードンex＋ゲッコウガ,0.6365,yes
9,ルギアex＋無色,0.4443,yes
9,ホウオウex＋炎,0.7548,yes
9,ライコウex＋雷,0.3374,yes
9,エンテイex＋炎,0.5391,yes
9,スイクンex＋ビーダル,0.6991,yes
9,ブイズ6種＋イーブイ,0.6635,yes
9,ミロカロスex＋水,0.6861,yes
9,レジアイスex＋鋼,0.3009,yes
9,ドサイドンex＋闘,0.5661,yes
9,カイリューex＋ドラゴン,0.7887,yes
9,ミュウ＋超単純,0.3643,yes
9,ヤミラミex＋のろい,0.5461,yes
9,ガブリアスex＋ドラゴン,0.5643,yes
9,ハピナスex＋無色,0.3730,yes
9,ゲノセクトex＋草,0.7583,yes
9,ゼルネアスex＋フェアリー,0.5174,yes
9,シルヴァディex＋無色,0.6461,yes
9,バンバドロex＋闘,0.4948,yes
9,メガチルタリスex,0.7583,yes
9,フォレトスex＋草,0.4583,yes
9,アーマーガアex＋鋼,0.5574,yes
9,ウーラオスex＋闘,0.7226,yes
9,ザシアンex＋鋼,0.4574,yes
9,ザマゼンタex＋鋼,0.7183,yes
9,ビクティニex＋炎,0.4661,yes
9,タイレーツex＋闘,0.4957,yes
9,イエッサンex＋超,0.6061,yes
9,バドレックスex＋超,0.6974,yes
9,ディアルガex＋鋼,0.6913,yes
9,パルキアex＋水鋼,0.8157,yes
9,ルンパッパex＋草水,0.6643,yes
9,ニンフィアex＋超,0.5922,yes
9,ヨクバリス＋無色,0.5817,yes
9,カイオーガex＋雨乞い,0.7739,yes
9,グラードンex＋闘炎,0.5557,yes
9,レックウザex＋ドラゴン,0.3357,yes
9,デオキスex＋超,0.5330,yes
9,ジラーチ＋願い星,0.4626,yes
9,マナフィ＋水,0.5078,yes
9,シェイミex＋草,0.4365,yes
9,ニャオニクスex＋超,0.4748,yes
9,バシャーモex＋炎闘,0.6583,yes
9,ラティオスex＋ドラゴン,0.4383,yes
9,ラティアスex＋ドラゴン,0.6330,yes
9,ネクロズマex＋超,0.4217,yes
9,ルナアーラex＋超,0.5548,yes
9,ソルガレオex＋鋼超,0.5461,yes
9,マーシャドー＋無色,0.7339,yes
9,ウルトラネクロズマex＋ドラゴン,0.6757,yes
9,ジジーロンex＋ドラゴン,0.7878,yes
9,ドラパルトex＋ドラゴン,0.6400,yes
9,ハバタクカミex＋超悪,0.4496,yes
9,テツノカイナex＋雷,0.5600,yes
9,テツノブジンex＋鋼,0.4417,yes
9,サーフゴーex＋鋼,0.6426,yes
9,ディンルーex＋闘,0.7304,yes
9,チオンジュウex＋草超,0.6235,yes
9,イーユイex＋炎,0.6017,yes
9,ミライドンex＋雷,0.6809,yes
9,コライドンex＋闘,0.3278,yes
9,リキキリンex＋無色,0.3983,yes
10,メガライボルトex,0.8513,yes
10,マグネゾーン＋メガマンエクトex,0.4525,no
10,サンダースex単,0.5919,no
10,ピカチュウex＋ライチュウ,0.5093,no
10,ラプラスex＋雷,0.6623,no
10,メガリザードンX ex,0.5980,no
10,メガリザードンY ex,0.8032,no
10,メガブレイズiken ex,0.7374,yes
10,ウインディex＋炎,0.8148,yes
10,リザードンex＋カエンジシ,0.5800,yes
10,フリーザーex＋カスミ,0.7922,yes
10,スイクンex＋ゲッコウガ,0.5026,yes
10,カメックスex,0.7374,yes
10,ギャラドスex,0.4339,yes
10,ラプラスex単,0.3843,yes
10,パルキアex＋水,0.6026,yes
10,フシギバナex＋どく,0.4470,yes
10,メガフシギバナex,0.5443,yes
10,エーフィex＋草,0.6470,yes
10,マスカーニャex＋草,0.7313,yes
10,ストライクex＋草,0.5957,yes
10,ミュウツーex＋サーナイト,0.5261,no
10,ゲンガーex＋ムゲンダイナ,0.7035,yes
10,フーパ＋超,0.3348,yes
10,メガガーデボワールex,0.6986,no
10,ミュウex＋超,0.4791,yes
10,ソーナンス＋ミュウツー,0.5148,no
10,サザンドラ＋メガアブソルex,0.4600,yes
10,ヒードランex＋悪,0.5365,yes
10,ムゲンダイナex＋悪,0.2487,yes
10,ブラッキーex＋悪,0.6609,yes
10,イーブイ＋悪進化,0.5261,yes
10,ガラガラ＋化石,0.5774,yes
10,メガルカリオex,0.5713,yes
10,テラキオンex＋闘,0.5658,no
10,メガロペッコex,0.5339,yes
10,ルカリオex＋闘,0.3971,no
10,ハガネールex＋鋼壁,0.5139,yes
10,メガシザリガーex,0.7191,yes
10,コバルオンex＋鋼,0.8435,yes
10,メタグロスex＋鋼,0.7400,yes
10,メガアルタリアex,0.6452,yes
10,ギラティナVSTAR,0.3339,yes
10,パルキアex＋ドラゴン,0.5878,yes
10,オノノクス＋ドラゴン,0.6878,yes
10,カビゴン＋無色,0.7687,yes
10,ケンタロスex＋無色,0.5878,yes
10,ミュウツーex＋ゲッコウガ,0.4357,yes
10,メガリザードンex＋マフォクシー,0.5217,yes
10,スイクンex＋カスミ,0.6501,no
10,ゲッコウガ＋ブラッキーex,0.7278,yes
10,フシギバナex＋ミュウex,0.6296,yes
10,サザンドラ＋ギラティナ,0.7852,yes
10,カメックスex＋カスミ,0.5113,yes
10,リザードンex＋ゲッコウガ,0.5580,no
10,ルギアex＋無色,0.4357,yes
10,ホウオウex＋炎,0.7200,yes
10,ライコウex＋雷,0.3426,yes
10,エンテイex＋炎,0.5574,yes
10,スイクンex＋ビーダル,0.7678,yes
10,ブイズ6種＋イーブイ,0.6696,yes
10,ミロカロスex＋水,0.6504,yes
10,レジアイスex＋鋼,0.3348,yes
10,ドサイドンex＋闘,0.4696,no
10,カイリューex＋ドラゴン,0.7974,yes
10,ミュウ＋超単純,0.3696,yes
10,ヤミラミex＋のろい,0.5235,yes
10,ガブリアスex＋ドラゴン,0.5452,yes
10,ハピナスex＋無色,0.3983,yes
10,ゲノセクトex＋草,0.6713,yes
10,ゼルネアスex＋フェアリー,0.5026,yes
10,シルヴァディex＋無色,0.6417,yes
10,バンバドロex＋闘,0.4826,yes
10,メガチルタリスex,0.7252,yes
10,フォレトスex＋草,0.4948,yes
10,アーマーガアex＋鋼,0.5765,yes
10,ウーラオスex＋闘,0.6983,yes
10,ザシアンex＋鋼,0.4626,yes
10,ザマゼンタex＋鋼,0.7304,yes
10,ビクティニex＋炎,0.5139,yes
10,タイレーツex＋闘,0.4774,yes
10,イエッサンex＋超,0.5748,yes
10,バドレックスex＋超,0.7052,yes
10,ディアルガex＋鋼,0.6904,yes
10,パルキアex＋水鋼,0.8000,yes
10,ルンパッパex＋草水,0.7104,yes
10,ニンフィアex＋超,0.5817,yes
10,ヨクバリス＋無色,0.5635,yes
10,カイオーガex＋雨乞い,0.8157,yes
10,グラードンex＋闘炎,0.5939,yes
10,レックウザex＋ドラゴン,0.2583,yes
10,デオキスex＋超,0.5243,yes
10,ジラーチ＋願い星,0.4574,yes
10,マナフィ＋水,0.4774,yes
10,シェイミex＋草,0.4252,yes
10,ニャオニクスex＋超,0.4183,yes
10,バシャーモex＋炎闘,0.6583,yes
10,ラティオスex＋ドラゴン,0.4287,yes
10,ラティアスex＋ドラゴン,0.5991,yes
10,ネクロズマex＋超,0.4739,yes
10,ルナアーラex＋超,0.5713,yes
10,ソルガレオex＋鋼超,0.5548,yes
10,マーシャドー＋無色,0.7504,yes
10,ウルトラネクロズマex＋ドラゴン,0.6452,yes
10,ジジーロンex＋ドラゴン,0.7704,yes
10,ドラパルトex＋ドラゴン,0.6200,yes
10,ハバタクカミex＋超悪,0.4948,yes
10,テツノカイナex＋雷,0.6548,yes
10,テツノブジンex＋鋼,0.4548,yes
10,サーフゴーex＋鋼,0.6670,yes
10,ディンルーex＋闘,0.7209,yes
10,チオンジュウex＋草超,0.6113,yes
10,イーユイex＋炎,0.6209,yes
10,ミライドンex＋雷,0.6443,yes
10,コライドンex＋闘,0.3191,yes
10,リキキリンex＋無色,0.4113,yes
11,メガライボルトex,0.8348,yes
11,マグネゾーン＋メガマンエクトex,0.4559,no
11,サンダースex単,0.5878,yes
11,ピカチュウex＋ライチュウ,0.5539,yes
11,ラプラスex＋雷,0.6626,yes
11,メガリザードンX ex,0.6113,yes
11,メガリザードンY ex,0.7829,no
11,メガブレイズiken ex,0.7713,yes
11,ウインディex＋炎,0.7991,no
11,リザードンex＋カエンジシ,0.5887,yes
11,フリーザーex＋カスミ,0.7748,yes
11,スイクンex＋ゲッコウガ,0.4843,yes
11,カメックスex,0.7478,yes
11,ギャラドスex,0.5087,yes
11,ラプラスex単,0.4261,yes
11,パルキアex＋水,0.6061,yes
11,フシギバナex＋どく,0.4730,yes
11,メガフシギバナex,0.5330,yes
11,エーフィex＋草,0.6591,yes
11,マスカーニャex＋草,0.7330,yes
11,ストライクex＋草,0.6061,yes
11,ミュウツーex＋サーナイト,0.5287,yes
11,ゲンガーex＋ムゲンダイナ,0.6632,no
11,フーパ＋超,0.3243,yes
11,メガガーデボワールex,0.7470,yes
11,ミュウex＋超,0.5096,yes
11,ソーナンス＋ミュウツー,0.5800,yes
11,サザンドラ＋メガアブソルex,0.4339,yes
11,ヒードランex＋悪,0.5583,yes
11,ムゲンダイナex＋悪,0.2922,yes
11,ブラッキーex＋悪,0.6383,yes
11,イーブイ＋悪進化,0.5330,yes
11,ガラガラ＋化石,0.5623,no
11,メガルカリオex,0.5348,yes
11,テラキオンex＋闘,0.5696,yes
11,メガロペッコex,0.6157,yes
11,ルカリオex＋闘,0.4365,yes
11,ハガネールex＋鋼壁,0.5443,yes
11,メガシザリガーex,0.7209,yes
11,コバルオンex＋鋼,0.8470,yes
11,メタグロスex＋鋼,0.6646,no
11,メガアルタリアex,0.5922,yes
11,ギラティナVSTAR,0.3348,yes
11,パルキアex＋ドラゴン,0.5696,yes
11,オノノクス＋ドラゴン,0.6301,no
11,カビゴン＋無色,0.7678,yes
11,ケンタロスex＋無色,0.5209,no
11,ミュウツーex＋ゲッコウガ,0.4513,yes
11,メガリザードンex＋マフォクシー,0.4635,yes
11,スイクンex＋カスミ,0.7191,yes
11,ゲッコウガ＋ブラッキーex,0.7270,yes
11,フシギバナex＋ミュウex,0.5748,yes
11,サザンドラ＋ギラティナ,0.8026,yes
11,カメックスex＋カスミ,0.5278,yes
11,リザードンex＋ゲッコウガ,0.6330,yes
11,ルギアex＋無色,0.3583,yes
11,ホウオウex＋炎,0.7261,yes
11,ライコウex＋雷,0.3174,yes
11,エンテイex＋炎,0.5157,yes
11,スイクンex＋ビーダル,0.7626,yes
11,ブイズ6種＋イーブイ,0.6774,yes
11,ミロカロスex＋水,0.5557,no
11,レジアイスex＋鋼,0.3452,yes
11,ドサイドンex＋闘,0.6530,yes
11,カイリューex＋ドラゴン,0.7835,yes
11,ミュウ＋超単純,0.3696,yes
11,ヤミラミex＋のろい,0.5452,yes
11,ガブリアスex＋ドラゴン,0.5096,yes
11,ハピナスex＋無色,0.3852,yes
11,ゲノセクトex＋草,0.5516,no
11,ゼルネアスex＋フェアリー,0.5243,yes
11,シルヴァディex＋無色,0.6609,yes
11,バンバドロex＋闘,0.4539,yes
11,メガチルタリスex,0.7000,yes
11,フォレトスex＋草,0.4800,yes
11,アーマーガアex＋鋼,0.5765,yes
11,ウーラオスex＋闘,0.7200,yes
11,ザシアンex＋鋼,0.5739,yes
11,ザマゼンタex＋鋼,0.6557,yes
11,ビクティニex＋炎,0.5122,yes
11,タイレーツex＋闘,0.4991,yes
11,イエッサンex＋超,0.5826,yes
11,バドレックスex＋超,0.7122,yes
11,ディアルガex＋鋼,0.6896,yes
11,パルキアex＋水鋼,0.7896,yes
11,ルンパッパex＋草水,0.7200,yes
11,ニンフィアex＋超,0.6035,yes
11,ヨクバリス＋無色,0.5583,yes
11,カイオーガex＋雨乞い,0.8435,yes
11,グラードンex＋闘炎,0.5139,yes
11,レックウザex＋ドラゴン,0.2574,yes
11,デオキスex＋超,0.5383,yes
11,ジラーチ＋願い星,0.4348,yes
11,マナフィ＋水,0.4722,yes
11,シェイミex＋草,0.2820,no
11,ニャオニクスex＋超,0.4817,yes
11,バシャーモex＋炎闘,0.6078,yes
11,ラティオスex＋ドラゴン,0.3765,yes
11,ラティアスex＋ドラゴン,0.6165,yes
11,ネクロズマex＋超,0.4565,yes
11,ルナアーラex＋超,0.5391,yes
11,ソルガレオex＋鋼超,0.5243,yes
11,マーシャドー＋無色,0.6939,yes
11,ウルトラネクロズマex＋ドラゴン,0.6557,yes
11,ジジーロンex＋ドラゴン,0.7383,yes
11,ドラパルトex＋ドラゴン,0.6148,yes
11,ハバタクカミex＋超悪,0.5365,yes
11,テツノカイナex＋雷,0.5522,yes
11,テツノブジンex＋鋼,0.4809,yes
11,サーフゴーex＋鋼,0.6313,yes
11,ディンルーex＋闘,0.7348,yes
11,チオンジュウex＋草超,0.6461,yes
11,イーユイex＋炎,0.6043,yes
11,ミライドンex＋雷,0.6530,yes
11,コライドンex＋闘,0.4861,yes
