gen,arch,wr,mutation
60,超_ミュウツー_安定_V1,0.3590,Out: クレセリア / In: ギラティナ (Parent: 24/50 -> Mutant: 26/50)
60,炎_リザードンX_究極_V6_アルティメット,0.6538,unchanged
60,水_スターミー_グッズ偏重_V3,0.4419,Out: スイレン / In: イノムー (Parent: 20/50 -> Mutant: 24/50)
60,炎_リザードンX_安定_V1,0.5091,unchanged
60,闘_ガブルカ_グッズ偏重_V3,0.4213,unchanged
60,雷_ピカチュウ_究極_V6_アルティメット,0.6334,unchanged
60,龍悪_ギラダク_安定_V1,0.4965,Out: マーイーカ / In: ポケモン図鑑 (Parent: 22/50 -> Mutant: 30/50)
60,雷_ピカチュウ_グッズ偏重_V3,0.4888,unchanged
60,鋼_メルルギア_グッズ偏重_V3,0.6157,Out: ずがいの化石 / In: ギギギアル (Parent: 36/50 -> Mutant: 40/50)
60,鋼_メルルギア_究極_V6_アルティメット,0.5794,unchanged
60,水_スターミー_究極_V6_アルティメット,0.3984,unchanged
60,草_フシギバナ_究極_V6_アルティメット,0.6771,unchanged
60,雷_ピカチュウ_安定_V1,0.5545,unchanged
60,鋼_メルルギア_安定_V1,0.3806,unchanged
60,闘_ガブルカ_究極_V6_アルティメット,0.2385,unchanged
60,龍悪_ギラダク_グッズ偏重_V3,0.5626,unchanged
60,超_ゲンガー_安定_V1,0.4878,unchanged
60,草_フシギバナ_グッズ偏重_V3,0.5259,unchanged
60,超_ミュウツー_グッズ偏重_V3,0.7430,unchanged
60,龍悪_ギラダク_究極_V6_アルティメット,0.6143,unchanged
61,闘_ガブルカ_安定_V1,0.3374,unchanged
61,雷_ピカチュウ_グッズ偏重_V3,0.4926,Out: ハラ / In: エレザード (Parent: 39/50 -> Mutant: 41/50)
61,超_ゲンガー_究極_V6_アルティメット,0.4801,Out: ペロリーム / In: フーディン (Parent: 25/50 -> Mutant: 28/50)
61,雷_ピカチュウ_究極_V6_アルティメット,0.6371,unchanged
61,鋼_メルルギア_安定_V1,0.3806,unchanged
61,水_スターミー_安定_V1,0.5784,unchanged
61,超_ミュウツー_グッズ偏重_V3,0.7442,unchanged
61,超_ゲンガー_グッズ偏重_V3,0.1903,unchanged
61,草_フシギバナ_グッズ偏重_V3,0.5247,unchanged
61,超_ミュウツー_安定_V1,0.3596,unchanged
61,龍悪_ギラダク_究極_V6_アルティメット,0.6143,unchanged
61,鋼_メルルギア_グッズ偏重_V3,0.6153,unchanged
61,鋼_メルルギア_究極_V6_アルティメット,0.5792,unchanged
61,草_フシギバナ_究極_V6_アルティメット,0.6789,unchanged
61,炎_リザードンX_安定_V1,0.5105,Out: ファイヤー / In: ヒトカゲ (Parent: 28/50 -> Mutant: 30/50)
61,炎_リザードンX_グッズ偏重_V3,0.4419,unchanged
61,超_ゲンガー_安定_V1,0.4878,Out: ゴツゴツメット / In: ヨノワール (Parent: 32/50 -> Mutant: 37/50)
61,龍悪_ギラダク_安定_V1,0.4956,unchanged
61,闘_ガブルカ_究極_V6_アルティメット,0.2391,unchanged
61,水_スターミー_究極_V6_アルティメット,0.3956,unchanged
61,闘_ガブルカ_グッズ偏重_V3,0.4199,Out: サンド / In: ウソッキー (Parent: 25/50 -> Mutant: 29/50)
61,龍悪_ギラダク_グッズ偏重_V3,0.5631,unchanged
61,雷_ピカチュウ_安定_V1,0.5514,unchanged
61,水_スターミー_グッズ偏重_V3,0.4397,unchanged
61,草_フシギバナ_安定_V1,0.5090,unchanged
61,炎_リザードンX_究極_V6_アルティメット,0.6514,unchanged
61,超_ミュウツー_究極_V6_アルティメット,0.5825,unchanged
62,鋼_メルルギア_究極_V6_アルティメット,0.5814,unchanged
62,龍悪_ギラダク_グッズ偏重_V3,0.5670,Out: ハンサム / In: ひみつのコハク (Parent: 39/50 -> Mutant: 44/50)
62,炎_リザードンX_グッズ偏重_V3,0.4476,unchanged
62,闘_ガブルカ_グッズ偏重_V3,0.4225,unchanged
62,超_ミュウツー_究極_V6_アルティメット,0.5827,unchanged
62,超_ゲンガー_安定_V1,0.4888,unchanged
62,草_フシギバナ_究極_V6_アルティメット,0.6816,unchanged
62,超_ミュウツー_グッズ偏重_V3,0.7455,unchanged
62,超_ミュウツー_安定_V1,0.3604,unchanged
62,水_スターミー_究極_V6_アルティメット,0.3947,Out: ジュン / In: カジリガメ (Parent: 20/50 -> Mutant: 28/50)
62,龍悪_ギラダク_究極_V6_アルティメット,0.6139,Out: スター団のしたっぱ / In: メガアブソルex (Parent: 35/50 -> Mutant: 38/50)
62,闘_ガブルカ_安定_V1,0.3368,unchanged
62,雷_ピカチュウ_安定_V1,0.5503,unchanged
62,炎_リザードンX_究極_V6_アルティメット,0.6500,unchanged
62,雷_ピカチュウ_グッズ偏重_V3,0.4938,unchanged
62,炎_リザードンX_安定_V1,0.5106,Out: メガリザードンYex / In: ネモ (Parent: 29/50 -> Mutant: 34/50)
62,草_フシギバナ_安定_V1,0.5081,unchanged
62,雷_ピカチュウ_究極_V6_アルティメット,0.6376,unchanged
62,超_ゲンガー_グッズ偏重_V3,0.1915,unchanged
62,鋼_メルルギア_グッズ偏重_V3,0.6126,unchanged
62,水_スターミー_グッズ偏重_V3,0.4382,unchanged
62,草_フシギバナ_グッズ偏重_V3,0.5218,unchanged
62,闘_ガブルカ_究極_V6_アルティメット,0.2386,unchanged
62,鋼_メルルギア_安定_V1,0.3783,unchanged
62,超_ゲンガー_究極_V6_アルティメット,0.4781,Out: おおきいマラサダ / In: ゴース (Parent: 27/50 -> Mutant: 30/50)
62,水_スターミー_安定_V1,0.5738,unchanged
62,龍悪_ギラダク_安定_V1,0.4935,unchanged
63,水_スターミー_グッズ偏重_V3,0.4408,unchanged
63,雷_ピカチュウ_グッズ偏重_V3,0.4977,unchanged
63,龍悪_ギラダク_グッズ偏重_V3,0.5708,Out: ブラッキー / In: チルタリス (Parent: 42/50 -> Mutant: 44/50)
63,水_スターミー_究極_V6_アルティメット,0.3945,unchanged
63,雷_ピカチュウ_安定_V1,0.5505,unchanged
63,草_フシギバナ_究極_V6_アルティメット,0.6843,unchanged
63,雷_ピカチュウ_究極_V6_アルティメット,0.6399,unchanged
63,超_ミュウツー_安定_V1,0.3612,unchanged
63,超_ゲンガー_究極_V6_アルティメット,0.4783,Out: ゴチム / In: セレナ (Parent: 24/50 -> Mutant: 30/50)
63,超_ゲンガー_グッズ偏重_V3,0.1944,Out: シルバー / In: 幻の石板 (Parent: 22/50 -> Mutant: 24/50)
63,闘_ガブルカ_安定_V1,0.3374,unchanged
63,龍悪_ギラダク_安定_V1,0.4930,Out: ルザミーネ / In: ワルビル (Parent: 26/50 -> Mutant: 30/50)
63,鋼_メルルギア_究極_V6_アルティメット,0.5810,unchanged
63,超_ミュウツー_究極_V6_アルティメット,0.5809,unchanged
63,龍悪_ギラダク_究極_V6_アルティメット,0.6143,Out: メガアブソルex / In: デンジ (Parent: 39/50 -> Mutant: 41/50)
63,闘_ガブルカ_究極_V6_アルティメット,0.2392,unchanged
63,超_ゲンガー_安定_V1,0.4889,Out: フーディン / In: ミカン (Parent: 29/50 -> Mutant: 36/50)
63,草_フシギバナ_グッズ偏重_V3,0.5194,unchanged
63,炎_リザードンX_究極_V6_アルティメット,0.6483,unchanged
63,水_スターミー_安定_V1,0.5706,unchanged
63,炎_リザードンX_グッズ偏重_V3,0.4500,unchanged
63,鋼_メルルギア_グッズ偏重_V3,0.6093,unchanged
63,闘_ガブルカ_グッズ偏重_V3,0.4220,Out: ルザミーネ / In: ふしぎな広場 (Parent: 20/50 -> Mutant: 23/50)
63,炎_リザードンX_安定_V1,0.5075,unchanged
63,草_フシギバナ_安定_V1,0.5061,Out: パラセクト / In: メガニウム (Parent: 29/50 -> Mutant: 33/50)
63,超_ミュウツー_グッズ偏重_V3,0.7439,unchanged
63,鋼_メルルギア_安定_V1,0.3755,unchanged
64,水_スターミー_グッズ偏重_V3,0.4429,unchanged
64,炎_リザードンX_究極_V6_アルティメット,0.6487,Out: リザードンex / In: シャンデラ (Parent: 30/50 -> Mutant: 36/50)
64,鋼_メルルギア_究極_V6_アルティメット,0.5829,unchanged
64,龍悪_ギラダク_安定_V1,0.4949,Out: ジャグラー / In: アセロラ (Parent: 33/50 -> Mutant: 35/50)
64,炎_リザードンX_グッズ偏重_V3,0.4548,unchanged
64,超_ゲンガー_究極_V6_アルティメット,0.4801,unchanged
64,闘_ガブルカ_安定_V1,0.3377,unchanged
64,草_フシギバナ_安定_V1,0.5080,Out: キノガッサ / In: メガフシギバナex (Parent: 38/50 -> Mutant: 44/50)
64,炎_リザードンX_安定_V1,0.5068,unchanged
64,鋼_メルルギア_グッズ偏重_V3,0.6092,unchanged
64,水_スターミー_安定_V1,0.5683,Out: シャリタツ / In: ヘイガニ (Parent: 24/50 -> Mutant: 27/50)
64,超_ゲンガー_安定_V1,0.4896,Out: ヨノワール / In: バネブー (Parent: 29/50 -> Mutant: 36/50)
64,超_ミュウツー_安定_V1,0.3604,unchanged
64,超_ミュウツー_グッズ偏重_V3,0.7444,Out: ミュウツーex / In: エレキコード (Parent: 42/50 -> Mutant: 44/50)
64,超_ミュウツー_究極_V6_アルティメット,0.5795,unchanged
64,雷_ピカチュウ_安定_V1,0.5487,Out: こうらの化石 / In: カスミ (Parent: 23/50 -> Mutant: 33/50)
64,龍悪_ギラダク_グッズ偏重_V3,0.5723,unchanged
64,雷_ピカチュウ_究極_V6_アルティメット,0.6407,unchanged
64,龍悪_ギラダク_究極_V6_アルティメット,0.6126,unchanged
64,闘_ガブルカ_グッズ偏重_V3,0.4214,unchanged
64,超_ゲンガー_グッズ偏重_V3,0.1958,Out: ハラ / In: リーフ (Parent: 19/50 -> Mutant: 31/50)
64,草_フシギバナ_グッズ偏重_V3,0.5167,unchanged
64,鋼_メルルギア_安定_V1,0.3732,unchanged
64,草_フシギバナ_究極_V6_アルティメット,0.6846,unchanged
64,闘_ガブルカ_究極_V6_アルティメット,0.2388,unchanged
64,水_スターミー_究極_V6_アルティメット,0.3906,unchanged
64,雷_ピカチュウ_グッズ偏重_V3,0.4965,unchanged
65,闘_ガブルカ_安定_V1,0.3397,Out: エルレイドex / In: ビーストウォール (Parent: 26/50 -> Mutant: 29/50)
65,水_スターミー_安定_V1,0.5676,Out: ポケモン通信 / In: ガマゲロゲ (Parent: 26/50 -> Mutant: 32/50)
65,闘_ガブルカ_グッズ偏重_V3,0.4241,unchanged
65,超_ミュウツー_安定_V1,0.3614,unchanged
65,超_ミュウツー_グッズ偏重_V3,0.7458,Out: ゲンガー / In: テーブルシティ (Parent: 43/50 -> Mutant: 49/50)
65,雷_ピカチュウ_究極_V6_アルティメット,0.6436,unchanged
65,雷_ピカチュウ_安定_V1,0.5489,Out: シビビール / In: ハラバリー (Parent: 28/50 -> Mutant: 35/50)
65,雷_ピカチュウ_グッズ偏重_V3,0.4988,unchanged
65,鋼_メルルギア_グッズ偏重_V3,0.6096,unchanged
65,草_フシギバナ_究極_V6_アルティメット,0.6868,unchanged
65,炎_リザードンX_グッズ偏重_V3,0.4588,unchanged
65,炎_リザードンX_究極_V6_アルティメット,0.6478,unchanged
65,超_ゲンガー_安定_V1,0.4896,unchanged
65,草_フシギバナ_グッズ偏重_V3,0.5140,unchanged
65,鋼_メルルギア_安定_V1,0.3726,unchanged
65,水_スターミー_グッズ偏重_V3,0.4425,unchanged
65,龍悪_ギラダク_究極_V6_アルティメット,0.6115,unchanged
65,炎_リザードンX_安定_V1,0.5053,unchanged
65,超_ミュウツー_究極_V6_アルティメット,0.5775,Out: はねの化石 / In: ミュウex (Parent: 35/50 -> Mutant: 37/50)
65,超_ゲンガー_究極_V6_アルティメット,0.4788,unchanged
65,闘_ガブルカ_究極_V6_アルティメット,0.2389,unchanged
65,水_スターミー_究極_V6_アルティメット,0.3875,Out: ケイコウオ / In: ハンドスコープ (Parent: 19/50 -> Mutant: 27/50)
65,草_フシギバナ_安定_V1,0.5081,unchanged
65,超_ゲンガー_グッズ偏重_V3,0.1958,unchanged
65,鋼_メルルギア_究極_V6_アルティメット,0.5805,unchanged
65,龍悪_ギラダク_安定_V1,0.4928,unchanged
65,龍悪_ギラダク_グッズ偏重_V3,0.5716,unchanged
66,鋼_メルルギア_グッズ偏重_V3,0.6117,unchanged
66,鋼_メルルギア_究極_V6_アルティメット,0.5823,Out: ブロロローム / In: スピーダー (Parent: 39/50 -> Mutant: 43/50)
66,龍悪_ギラダク_グッズ偏重_V3,0.5750,unchanged
66,闘_ガブルカ_安定_V1,0.3405,unchanged
66,雷_ピカチュウ_グッズ偏重_V3,0.5018,unchanged
66,水_スターミー_安定_V1,0.5657,unchanged
66,闘_ガブルカ_グッズ偏重_V3,0.4253,Out: ふしぎな広場 / In: シトロンのリュック (Parent: 27/50 -> Mutant: 30/50)
66,水_スターミー_究極_V6_アルティメット,0.3892,Out: ヒットハンマー / In: アローラキュウコンex (Parent: 36/50 -> Mutant: 38/50)
66,超_ミュウツー_究極_V6_アルティメット,0.5784,unchanged
66,水_スターミー_グッズ偏重_V3,0.4425,Out: カスミ / In: ユキノオー (Parent: 25/50 -> Mutant: 28/50)
66,草_フシギバナ_究極_V6_アルティメット,0.6887,unchanged
66,超_ゲンガー_安定_V1,0.4893,Out: おおきいマラサダ / In: フワライド (Parent: 31/50 -> Mutant: 33/50)
66,雷_ピカチュウ_安定_V1,0.5473,Out: 鋼鉄のまえかけ / In: どくバリ (Parent: 31/50 -> Mutant: 34/50)
66,草_フシギバナ_安定_V1,0.5100,Out: サルノリ / In: ハヤシガメ (Parent: 39/50 -> Mutant: 41/50)
66,炎_リザードンX_究極_V6_アルティメット,0.6467,unchanged
66,鋼_メルルギア_安定_V1,0.3714,unchanged
66,龍悪_ギラダク_究極_V6_アルティメット,0.6102,unchanged
66,超_ミュウツー_安定_V1,0.3599,Out: フレフワン / In: ヤミラミ (Parent: 19/50 -> Mutant: 27/50)
66,炎_リザードンX_安定_V1,0.5028,Out: タケシ / In: ウォーターボート (Parent: 25/50 -> Mutant: 33/50)
66,超_ミュウツー_グッズ偏重_V3,0.7448,unchanged
66,炎_リザードンX_グッズ偏重_V3,0.4607,unchanged
66,草_フシギバナ_グッズ偏重_V3,0.5113,Out: オーロット / In: キマワリ (Parent: 25/50 -> Mutant: 27/50)
66,雷_ピカチュウ_究極_V6_アルティメット,0.6435,unchanged
66,龍悪_ギラダク_安定_V1,0.4907,unchanged
66,超_ゲンガー_グッズ偏重_V3,0.1955,unchanged
66,超_ゲンガー_究極_V6_アルティメット,0.4771,unchanged
66,闘_ガブルカ_究極_V6_アルティメット,0.2376,Out: コノヨザル / In: シロデスナ (Parent: 18/50 -> Mutant: 26/50)
67,炎_リザードンX_究極_V6_アルティメット,0.6476,Out: ナンジャモ / In: シロナ (Parent: 32/50 -> Mutant: 36/50)
67,龍悪_ギラダク_究極_V6_アルティメット,0.6119,Out: ルチア / In: グリーン (Parent: 36/50 -> Mutant: 39/50)
67,草_フシギバナ_究極_V6_アルティメット,0.6914,unchanged
67,雷_ピカチュウ_究極_V6_アルティメット,0.6457,unchanged
67,鋼_メルルギア_究極_V6_アルティメット,0.5840,unchanged
67,龍悪_ギラダク_安定_V1,0.4916,Out: アブソル / In: アーボ (Parent: 26/50 -> Mutant: 28/50)
67,闘_ガブルカ_グッズ偏重_V3,0.4268,unchanged
67,草_フシギバナ_グッズ偏重_V3,0.5097,Out: クサイハナ / In: ジャローダ (Parent: 27/50 -> Mutant: 33/50)
67,闘_ガブルカ_安定_V1,0.3409,Out: コトネ / In: ガントル (Parent: 20/50 -> Mutant: 23/50)
67,超_ミュウツー_グッズ偏重_V3,0.7454,unchanged
67,炎_リザードンX_グッズ偏重_V3,0.4642,unchanged
67,鋼_メルルギア_グッズ偏重_V3,0.6114,unchanged
67,超_ミュウツー_安定_V1,0.3598,unchanged
67,水_スターミー_グッズ偏重_V3,0.4424,Out: グレイシアex / In: サメハダー (Parent: 27/50 -> Mutant: 32/50)
67,鋼_メルルギア_安定_V1,0.3706,unchanged
67,龍悪_ギラダク_グッズ偏重_V3,0.5761,unchanged
67,闘_ガブルカ_究極_V6_アルティメット,0.2379,Out: ルカリオex / In: デンジ (Parent: 20/50 -> Mutant: 23/50)
67,超_ゲンガー_究極_V6_アルティメット,0.4763,unchanged
67,超_ミュウツー_究極_V6_アルティメット,0.5775,unchanged
67,水_スターミー_究極_V6_アルティメット,0.3879,unchanged
67,雷_ピカチュウ_グッズ偏重_V3,0.5011,unchanged
67,雷_ピカチュウ_安定_V1,0.5444,Out: カスミ / In: シズイ (Parent: 33/50 -> Mutant: 35/50)
67,草_フシギバナ_安定_V1,0.5119,Out: モクロー / In: ナツメ (Parent: 40/50 -> Mutant: 45/50)
67,超_ゲンガー_グッズ偏重_V3,0.1952,Out: ネモ / In: マシェード (Parent: 19/50 -> Mutant: 26/50)
67,炎_リザードンX_安定_V1,0.4999,unchanged
67,超_ゲンガー_安定_V1,0.4875,Out: ムウマ / In: アブリー (Parent: 30/50 -> Mutant: 35/50)
67,水_スターミー_安定_V1,0.5609,unchanged
68,超_ミュウツー_グッズ偏重_V3,0.7471,Out: ココロモリ / In: 幻の石板 (Parent: 40/50 -> Mutant: 42/50)
68,鋼_メルルギア_安定_V1,0.3717,Out: イーブイ / In: オオタチ (Parent: 20/50 -> Mutant: 25/50)
68,闘_ガブルカ_安定_V1,0.3417,Out: サイドン / In: グラードン (Parent: 18/50 -> Mutant: 22/50)
68,炎_リザードンX_安定_V1,0.5008,unchanged
68,雷_ピカチュウ_グッズ偏重_V3,0.5046,unchanged
68,炎_リザードンX_究極_V6_アルティメット,0.6475,Out: ガオガエンex / In: はねの化石 (Parent: 35/50 -> Mutant: 39/50)
68,草_フシギバナ_安定_V1,0.5154,unchanged
68,草_フシギバナ_グッズ偏重_V3,0.5088,unchanged
68,炎_リザードンX_グッズ偏重_V3,0.4676,Out: ガオガエンex / In: ウインディex (Parent: 38/50 -> Mutant: 41/50)
68,鋼_メルルギア_グッズ偏重_V3,0.6115,Out: スイレン / In: エレキジェネレーター (Parent: 31/50 -> Mutant: 40/50)
68,鋼_メルルギア_究極_V6_アルティメット,0.5846,Out: アイリス / In: レアコイル (Parent: 30/50 -> Mutant: 36/50)
68,超_ゲンガー_グッズ偏重_V3,0.1970,Out: ムウマージ / In: コスモウム (Parent: 23/50 -> Mutant: 28/50)
68,超_ゲンガー_安定_V1,0.4874,unchanged
68,超_ミュウツー_安定_V1,0.3588,unchanged
68,闘_ガブルカ_究極_V6_アルティメット,0.2384,Out: ヒポポタス / In: ノズパス (Parent: 21/50 -> Mutant: 23/50)
68,雷_ピカチュウ_安定_V1,0.5432,unchanged
68,草_フシギバナ_究極_V6_アルティメット,0.6923,unchanged
68,龍悪_ギラダク_究極_V6_アルティメット,0.6116,unchanged
68,水_スターミー_グッズ偏重_V3,0.4410,Out: ウミディグダ / In: ウェルカモ (Parent: 29/50 -> Mutant: 36/50)
68,雷_ピカチュウ_究極_V6_アルティメット,0.6459,unchanged
68,水_スターミー_安定_V1,0.5572,unchanged
68,超_ミュウツー_究極_V6_アルティメット,0.5753,unchanged
68,龍悪_ギラダク_グッズ偏重_V3,0.5763,unchanged
68,闘_ガブルカ_グッズ偏重_V3,0.4257,unchanged
68,水_スターミー_究極_V6_アルティメット,0.3855,unchanged
68,龍悪_ギラダク_安定_V1,0.4891,unchanged
68,超_ゲンガー_究極_V6_アルティメット,0.4740,unchanged
69,雷_ピカチュウ_究極_V6_アルティメット,0.6489,unchanged
69,炎_リザードンX_究極_V6_アルティメット,0.6477,Out: ブーバーン / In: ギャロップex (Parent: 32/50 -> Mutant: 43/50)
69,闘_ガブルカ_究極_V6_アルティメット,0.2406,unchanged
69,水_スターミー_究極_V6_アルティメット,0.3890,unchanged
69,鋼_メルルギア_究極_V6_アルティメット,0.5860,unchanged
69,超_ゲンガー_究極_V6_アルティメット,0.4746,unchanged
69,超_ゲンガー_グッズ偏重_V3,0.1991,unchanged
69,草_フシギバナ_グッズ偏重_V3,0.5074,unchanged
69,龍悪_ギラダク_安定_V1,0.4891,unchanged
69,水_スターミー_グッズ偏重_V3,0.4430,unchanged
69,雷_ピカチュウ_安定_V1,0.5428,unchanged
69,水_スターミー_安定_V1,0.5539,unchanged
69,闘_ガブルカ_グッズ偏重_V3,0.4264,Out: ガブリアスex / In: ゴーリキー (Parent: 25/50 -> Mutant: 35/50)
69,炎_リザードンX_安定_V1,0.4994,Out: いじわるレター / In: メモリーライト (Parent: 17/50 -> Mutant: 26/50)
69,雷_ピカチュウ_グッズ偏重_V3,0.5056,unchanged
69,炎_リザードンX_グッズ偏重_V3,0.4694,Out: かけだし調査員 / In: ハンドスコープ (Parent: 38/50 -> Mutant: 44/50)
69,龍悪_ギラダク_究極_V6_アルティメット,0.6100,unchanged
69,草_フシギバナ_安定_V1,0.5177,Out: ダダリンex / In: ラッキーミトン (Parent: 39/50 -> Mutant: 44/50)
69,超_ゲンガー_安定_V1,0.4862,Out: アブリー / In: スイレン (Parent: 25/50 -> Mutant: 34/50)
69,超_ミュウツー_グッズ偏重_V3,0.7463,unchanged
69,超_ミュウツー_安定_V1,0.3577,unchanged
69,闘_ガブルカ_安定_V1,0.3399,unchanged
69,超_ミュウツー_究極_V6_アルティメット,0.5735,unchanged
69,龍悪_ギラダク_グッズ偏重_V3,0.5761,unchanged
69,草_フシギバナ_究極_V6_アルティメット,0.6918,unchanged
69,鋼_メルルギア_グッズ偏重_V3,0.6081,unchanged
69,鋼_メルルギア_安定_V1,0.3696,Out: きずぐすり / In: コマタナ (Parent: 17/50 -> Mutant: 23/50)
70,鋼_メルルギア_グッズ偏重_V3,0.6095,unchanged
70,雷_ピカチュウ_安定_V1,0.5434,Out: シズイ / In: メリープ (Parent: 31/50 -> Mutant: 35/50)
70,超_ミュウツー_究極_V6_アルティメット,0.5751,unchanged
70,炎_リザードンX_グッズ偏重_V3,0.4732,unchanged
70,龍悪_ギラダク_究極_V6_アルティメット,0.6104,Out: ダストダス / In: 幻の石板 (Parent: 35/50 -> Mutant: 39/50)
70,雷_ピカチュウ_究極_V6_アルティメット,0.6506,unchanged
70,草_フシギバナ_グッズ偏重_V3,0.5059,Out: マメバッタ / In: キノガッサ (Parent: 21/50 -> Mutant: 27/50)
70,鋼_メルルギア_究極_V6_アルティメット,0.5864,Out: ロケット団のしたっぱ / In: ボスゴドラ (Parent: 27/50 -> Mutant: 32/50)
70,草_フシギバナ_安定_V1,0.5205,unchanged
70,龍悪_ギラダク_グッズ偏重_V3,0.5780,unchanged
70,炎_リザードンX_究極_V6_アルティメット,0.6476,Out: はじまりの平原 / In: ニャビー (Parent: 29/50 -> Mutant: 32/50)
70,超_ミュウツー_グッズ偏重_V3,0.7472,unchanged
70,闘_ガブルカ_グッズ偏重_V3,0.4268,unchanged
70,超_ゲンガー_安定_V1,0.4865,unchanged
70,鋼_メルルギア_安定_V1,0.3687,unchanged
70,水_スターミー_グッズ偏重_V3,0.4440,Out: ハイキングコース / In: フローゼル (Parent: 36/50 -> Mutant: 38/50)
70,超_ゲンガー_グッズ偏重_V3,0.2001,Out: 幻の石板 / In: ダブラン (Parent: 20/50 -> Mutant: 22/50)
70,水_スターミー_安定_V1,0.5509,Out: ウリムー / In: おおきいマラサダ (Parent: 20/50 -> Mutant: 24/50)
70,闘_ガブルカ_安定_V1,0.3388,unchanged
70,超_ミュウツー_安定_V1,0.3559,unchanged
70,龍悪_ギラダク_安定_V1,0.4879,unchanged
70,炎_リザードンX_安定_V1,0.4968,Out: ウォーターボート / In: ヒコザル (Parent: 25/50 -> Mutant: 29/50)
70,闘_ガブルカ_究極_V6_アルティメット,0.2399,Out: ルカリオex / In: ルチャブル (Parent: 13/50 -> Mutant: 19/50)
70,雷_ピカチュウ_グッズ偏重_V3,0.5049,unchanged
70,超_ゲンガー_究極_V6_アルティメット,0.4724,unchanged
70,草_フシギバナ_究極_V6_アルティメット,0.6919,unchanged
70,水_スターミー_究極_V6_アルティメット,0.3866,Out: きずぐすり / In: セレナ (Parent: 31/50 -> Mutant: 33/50)
71,超_ミュウツー_グッズ偏重_V3,0.7488,unchanged
71,雷_ピカチュウ_グッズ偏重_V3,0.5082,unchanged
71,草_フシギバナ_安定_V1,0.5239,unchanged
71,闘_ガブルカ_究極_V6_アルティメット,0.2417,unchanged
71,雷_ピカチュウ_究極_V6_アルティメット,0.6530,unchanged
71,超_ゲンガー_安定_V1,0.4878,unchanged
71,草_フシギバナ_グッズ偏重_V3,0.5050,unchanged
71,超_ゲンガー_究極_V6_アルティメット,0.4728,unchanged
71,龍悪_ギラダク_究極_V6_アルティメット,0.6112,unchanged
71,超_ミュウツー_安定_V1,0.3561,unchanged
71,闘_ガブルカ_安定_V1,0.3385,unchanged
71,超_ミュウツー_究極_V6_アルティメット,0.5748,unchanged
71,炎_リザードンX_究極_V6_アルティメット,0.6457,Out: かいの化石 / In: ヒヒダルマ (Parent: 30/50 -> Mutant: 33/50)
71,鋼_メルルギア_安定_V1,0.3684,Out: ボタン / In: ミミロル (Parent: 23/50 -> Mutant: 32/50)
71,水_スターミー_グッズ偏重_V3,0.4459,unchanged
71,草_フシギバナ_究極_V6_アルティメット,0.6927,Out: はじまりの平原 / In: ウツドン (Parent: 41/50 -> Mutant: 43/50)
71,龍悪_ギラダク_安定_V1,0.4872,Out: ギラティナ / In: ドラミドロ (Parent: 27/50 -> Mutant: 30/50)
71,雷_ピカチュウ_安定_V1,0.5417,unchanged
71,鋼_メルルギア_究極_V6_アルティメット,0.5853,unchanged
71,水_スターミー_安定_V1,0.5474,unchanged
71,鋼_メルルギア_グッズ偏重_V3,0.6070,unchanged
71,闘_ガブルカ_グッズ偏重_V3,0.4265,Out: シトロンのリュック / In: アカネ (Parent: 25/50 -> Mutant: 32/50)
71,超_ゲンガー_グッズ偏重_V3,0.2005,unchanged
71,水_スターミー_究極_V6_アルティメット,0.3848,Out: スターミーex / In: ヒカリ (Parent: 33/50 -> Mutant: 36/50)
71,炎_リザードンX_安定_V1,0.4939,unchanged
71,炎_リザードンX_グッズ偏重_V3,0.4737,Out: ハンドスコープ / In: ハルカ (Parent: 41/50 -> Mutant: 44/50)
71,龍悪_ギラダク_グッズ偏重_V3,0.5777,unchanged
72,龍悪_ギラダク_究極_V6_アルティメット,0.6125,unchanged
72,闘_ガブルカ_安定_V1,0.3396,Out: グラードン / In: ミノマダム (Parent: 18/50 -> Mutant: 24/50)
72,超_ミュウツー_究極_V6_アルティメット,0.5760,unchanged
72,龍悪_ギラダク_安定_V1,0.4887,Out: 幻の石板 / In: カキ (Parent: 30/50 -> Mutant: 35/50)
72,鋼_メルルギア_グッズ偏重_V3,0.6077,Out: ハーデリア / In: ビーダルex (Parent: 31/50 -> Mutant: 35/50)
72,闘_ガブルカ_グッズ偏重_V3,0.4275,unchanged
72,炎_リザードンX_究極_V6_アルティメット,0.6448,unchanged
72,水_スターミー_グッズ偏重_V3,0.4485,unchanged
72,水_スターミー_究極_V6_アルティメット,0.3863,unchanged
72,超_ミュウツー_安定_V1,0.3558,unchanged
72,草_フシギバナ_究極_V6_アルティメット,0.6939,unchanged
72,雷_ピカチュウ_究極_V6_アルティメット,0.6540,Out: エレキジェネレーター / In: メタルコアバリア (Parent: 41/50 -> Mutant: 43/50)
72,炎_リザードンX_安定_V1,0.4922,Out: リザードンex / In: マルヤクデ (Parent: 23/50 -> Mutant: 26/50)
72,鋼_メルルギア_安定_V1,0.3669,unchanged
72,超_ミュウツー_グッズ偏重_V3,0.7493,unchanged
72,雷_ピカチュウ_グッズ偏重_V3,0.5086,unchanged
72,超_ゲンガー_究極_V6_アルティメット,0.4720,unchanged
72,草_フシギバナ_安定_V1,0.5260,unchanged
