gen,arch,wr,champ_change
102,雷スピード,0.7048,no
102,ミュウツー超コントロール,0.7857,yes
102,水テンポ,0.4286,yes
102,闘パワー,0.6857,yes
102,草毒コントロール,0.8286,yes
102,悪スナイプ,0.4286,yes
102,炎高火力,0.5429,yes
102,鋼タフネス,0.5286,yes
103,雷スピード,0.6762,no
103,ミュウツー超コントロール,0.7381,no
103,水テンポ,0.3429,no
103,闘パワー,0.6857,yes
103,草毒コントロール,0.7429,yes
103,悪スナイプ,0.5143,yes
103,炎高火力,0.4857,yes
103,鋼タフネス,0.6429,yes
104,雷スピード,0.6810,no
104,ミュウツー超コントロール,0.8000,yes
104,水テンポ,0.3571,yes
104,闘パワー,0.6286,yes
104,草毒コントロール,0.6571,yes
104,悪スナイプ,0.5286,yes
104,炎高火力,0.4571,yes
104,鋼タフネス,0.4429,yes
105,雷スピード,0.7286,yes
105,ミュウツー超コントロール,0.7000,yes
105,水テンポ,0.4000,yes
105,闘パワー,0.6143,yes
105,草毒コントロール,0.7571,yes
105,悪スナイプ,0.6571,yes
105,炎高火力,0.5143,yes
105,鋼タフネス,0.3714,yes
106,雷スピード,0.7000,yes
106,ミュウツー超コントロール,0.8000,yes
106,水テンポ,0.3429,no
106,闘パワー,0.7143,yes
106,草毒コントロール,0.7571,yes
106,悪スナイプ,0.6286,yes
106,炎高火力,0.5857,yes
106,鋼タフネス,0.4429,yes
107,雷スピード,0.7190,no
107,ミュウツー超コントロール,0.8143,yes
107,水テンポ,0.4143,yes
107,闘パワー,0.6857,yes
107,草毒コントロール,0.6000,yes
107,悪スナイプ,0.5714,yes
107,炎高火力,0.4000,yes
107,鋼タフネス,0.2714,yes
108,雷スピード,0.7619,no
108,ミュウツー超コントロール,0.6429,yes
108,水テンポ,0.5571,yes
108,闘パワー,0.6667,no
108,草毒コントロール,0.6857,yes
108,悪スナイプ,0.6714,yes
108,炎高火力,0.5143,yes
108,鋼タフネス,0.2571,yes
109,雷スピード,0.8143,yes
109,ミュウツー超コントロール,0.7143,yes
109,水テンポ,0.4381,no
109,闘パワー,0.6143,yes
109,草毒コントロール,0.7143,yes
109,悪スナイプ,0.6429,yes
109,炎高火力,0.5286,yes
109,鋼タフネス,0.2714,yes
110,雷スピード,0.7476,no
110,ミュウツー超コントロール,0.6381,no
110,水テンポ,0.4857,yes
110,闘パワー,0.7286,yes
110,草毒コントロール,0.6857,yes
110,悪スナイプ,0.6000,yes
110,炎高火力,0.4000,yes
110,鋼タフネス,0.2857,yes
111,雷スピード,0.6905,no
111,ミュウツー超コントロール,0.6429,yes
111,水テンポ,0.4381,no
111,闘パワー,0.6286,yes
111,草毒コントロール,0.6857,yes
111,悪スナイプ,0.6429,yes
111,炎高火力,0.4143,yes
111,鋼タフネス,0.3143,yes
112,雷スピード,0.7762,no
112,ミュウツー超コントロール,0.8000,yes
112,水テンポ,0.4286,yes
112,闘パワー,0.8000,yes
112,草毒コントロール,0.7429,yes
112,悪スナイプ,0.6143,yes
112,炎高火力,0.5000,yes
112,鋼タフネス,0.4000,yes
113,雷スピード,0.7143,yes
113,ミュウツー超コントロール,0.7000,no
113,水テンポ,0.6571,yes
113,闘パワー,0.7571,yes
113,草毒コントロール,0.7000,yes
113,悪スナイプ,0.5714,yes
113,炎高火力,0.2714,yes
113,鋼タフネス,0.3857,yes
114,雷スピード,0.6714,no
114,ミュウツー超コントロール,0.6333,no
114,水テンポ,0.6000,yes
114,闘パワー,0.5905,no
114,草毒コントロール,0.5952,no
114,悪スナイプ,0.7429,yes
114,炎高火力,0.3857,yes
114,鋼タフネス,0.3714,yes
115,雷スピード,0.7143,yes
115,ミュウツー超コントロール,0.7714,yes
115,水テンポ,0.6143,yes
115,闘パワー,0.7143,yes
115,草毒コントロール,0.6429,yes
115,悪スナイプ,0.6286,yes
115,炎高火力,0.4571,yes
115,鋼タフネス,0.3571,yes
116,雷スピード,0.7429,yes
116,ミュウツー超コントロール,0.6667,no
116,水テンポ,0.6571,yes
116,闘パワー,0.6095,no
116,草毒コントロール,0.6571,yes
116,悪スナイプ,0.6286,yes
116,炎高火力,0.5286,yes
116,鋼タフネス,0.3714,yes
117,雷スピード,0.6619,no
117,ミュウツー超コントロール,0.6905,no
117,水テンポ,0.6286,yes
117,闘パワー,0.7000,yes
117,草毒コントロール,0.6143,yes
117,悪スナイプ,0.5571,yes
117,炎高火力,0.4429,yes
117,鋼タフネス,0.5143,yes
118,雷スピード,0.7857,yes
118,ミュウツー超コントロール,0.7238,no
118,水テンポ,0.6286,yes
118,闘パワー,0.5571,yes
118,草毒コントロール,0.6714,yes
118,悪スナイプ,0.6714,yes
118,炎高火力,0.4429,yes
118,鋼タフネス,0.3000,yes
119,雷スピード,0.7143,no
119,ミュウツー超コントロール,0.7429,yes
119,水テンポ,0.6000,yes
119,闘パワー,0.5286,yes
119,草毒コントロール,0.5714,yes
119,悪スナイプ,0.5714,yes
119,炎高火力,0.5000,yes
119,鋼タフネス,0.3286,yes
120,雷スピード,0.7143,no
120,ミュウツー超コントロール,0.7429,yes
120,水テンポ,0.5429,yes
120,闘パワー,0.5571,yes
120,草毒コントロール,0.6143,yes
120,悪スナイプ,0.7143,yes
120,炎高火力,0.3571,yes
120,鋼タフネス,0.3286,yes
121,雷スピード,0.6762,no
121,ミュウツー超コントロール,0.7714,yes
121,水テンポ,0.5429,yes
121,闘パワー,0.5429,yes
121,草毒コントロール,0.6143,yes
121,悪スナイプ,0.6143,yes
121,炎高火力,0.4714,yes
121,鋼タフネス,0.2714,yes
122,雷スピード,0.7476,no
122,ミュウツー超コントロール,0.7619,no
122,水テンポ,0.5143,no
122,闘パワー,0.5857,yes
122,草毒コントロール,0.6429,yes
122,悪スナイプ,0.7714,yes
122,炎高火力,0.5571,yes
122,鋼タフネス,0.3571,yes
123,雷スピード,0.6952,no
123,ミュウツー超コントロール,0.7286,no
123,水テンポ,0.5714,yes
123,闘パワー,0.4857,yes
123,草毒コントロール,0.6143,yes
123,悪スナイプ,0.7000,yes
123,炎高火力,0.6000,yes
123,鋼タフネス,0.4000,yes
124,雷スピード,0.7238,no
124,ミュウツー超コントロール,0.7095,no
124,水テンポ,0.4857,no
124,闘パワー,0.5857,yes
124,草毒コントロール,0.5857,yes
124,悪スナイプ,0.5571,no
124,炎高火力,0.5286,yes
124,鋼タフネス,0.2857,yes
125,雷スピード,0.7048,no
125,ミュウツー超コントロール,0.7190,no
125,水テンポ,0.5143,yes
125,闘パワー,0.5857,yes
125,草毒コントロール,0.5048,no
125,悪スナイプ,0.6429,yes
125,炎高火力,0.4143,yes
125,鋼タフネス,0.4286,yes
126,雷スピード,0.7381,no
126,ミュウツー超コントロール,0.7714,yes
126,水テンポ,0.5429,yes
126,闘パワー,0.5571,no
126,草毒コントロール,0.5000,yes
126,悪スナイプ,0.7143,yes
126,炎高火力,0.4143,yes
126,鋼タフネス,0.2714,yes
127,雷スピード,0.7714,no
127,ミュウツー超コントロール,0.8429,yes
127,水テンポ,0.4810,no
127,闘パワー,0.5857,yes
127,草毒コントロール,0.6571,yes
127,悪スナイプ,0.5667,no
127,炎高火力,0.5000,yes
127,鋼タフネス,0.3571,yes
128,雷スピード,0.8143,yes
128,ミュウツー超コントロール,0.7333,no
128,水テンポ,0.4857,yes
128,闘パワー,0.5286,no
128,草毒コントロール,0.7286,yes
128,悪スナイプ,0.7571,yes
128,炎高火力,0.3286,yes
128,鋼タフネス,0.3286,yes
129,雷スピード,0.7714,yes
129,ミュウツー超コントロール,0.7000,yes
129,水テンポ,0.6286,yes
129,闘パワー,0.6143,yes
129,草毒コントロール,0.6429,yes
129,悪スナイプ,0.6714,yes
129,炎高火力,0.3857,yes
129,鋼タフネス,0.3000,yes
130,雷スピード,0.7571,yes
130,ミュウツー超コントロール,0.7571,yes
130,水テンポ,0.5714,yes
130,闘パワー,0.7143,yes
130,草毒コントロール,0.5857,yes
130,悪スナイプ,0.7143,yes
130,炎高火力,0.3286,yes
130,鋼タフネス,0.2857,no
131,雷スピード,0.7286,no
131,ミュウツー超コントロール,0.7286,yes
131,水テンポ,0.4857,yes
131,闘パワー,0.6429,yes
131,草毒コントロール,0.5143,yes
131,悪スナイプ,0.6619,no
131,炎高火力,0.3286,yes
131,鋼タフネス,0.4286,yes
132,雷スピード,0.7000,yes
132,ミュウツー超コントロール,0.7857,yes
132,水テンポ,0.5571,yes
132,闘パワー,0.7143,yes
132,草毒コントロール,0.5857,yes
132,悪スナイプ,0.7571,yes
132,炎高火力,0.4286,yes
132,鋼タフネス,0.3238,no
133,雷スピード,0.6571,no
133,ミュウツー超コントロール,0.7571,yes
133,水テンポ,0.4000,no
133,闘パワー,0.7143,yes
133,草毒コントロール,0.6000,yes
133,悪スナイプ,0.6571,yes
133,炎高火力,0.4286,yes
133,鋼タフネス,0.3286,yes
134,雷スピード,0.7095,no
134,ミュウツー超コントロール,0.7333,no
134,水テンポ,0.5143,yes
134,闘パワー,0.6571,yes
134,草毒コントロール,0.5429,yes
134,悪スナイプ,0.7429,yes
134,炎高火力,0.3857,yes
134,鋼タフネス,0.4286,yes
135,雷スピード,0.7714,yes
135,ミュウツー超コントロール,0.8429,yes
135,水テンポ,0.5429,yes
135,闘パワー,0.6571,yes
135,草毒コントロール,0.5857,yes
135,悪スナイプ,0.6286,yes
135,炎高火力,0.5571,yes
135,鋼タフネス,0.2857,yes
136,雷スピード,0.7286,no
136,ミュウツー超コントロール,0.7000,yes
136,水テンポ,0.5048,no
136,闘パワー,0.5524,no
136,草毒コントロール,0.5571,yes
136,悪スナイプ,0.7000,yes
136,炎高火力,0.5000,yes
136,鋼タフネス,0.3143,yes
137,雷スピード,0.7429,yes
137,ミュウツー超コントロール,0.6238,no
137,水テンポ,0.4667,no
137,闘パワー,0.7286,yes
137,草毒コントロール,0.4619,no
137,悪スナイプ,0.6429,yes
137,炎高火力,0.4286,yes
137,鋼タフネス,0.3000,yes
138,雷スピード,0.8286,yes
138,ミュウツー超コントロール,0.6571,no
138,水テンポ,0.4667,no
138,闘パワー,0.6571,yes
138,草毒コントロール,0.5000,yes
138,悪スナイプ,0.6714,yes
138,炎高火力,0.4571,yes
138,鋼タフネス,0.3143,yes
139,雷スピード,0.8476,no
139,ミュウツー超コントロール,0.6714,yes
139,水テンポ,0.4952,no
139,闘パワー,0.5905,no
139,草毒コントロール,0.5143,yes
139,悪スナイプ,0.7429,yes
139,炎高火力,0.5429,yes
139,鋼タフネス,0.3571,yes
140,雷スピード,0.7762,no
140,ミュウツー超コントロール,0.6524,no
140,水テンポ,0.4476,no
140,闘パワー,0.7000,yes
140,草毒コントロール,0.5286,yes
140,悪スナイプ,0.6714,yes
140,炎高火力,0.3381,no
140,鋼タフネス,0.2857,yes
141,雷スピード,0.8571,yes
141,ミュウツー超コントロール,0.7000,no
141,水テンポ,0.4857,yes
141,闘パワー,0.5619,no
141,草毒コントロール,0.6000,yes
141,悪スナイプ,0.6000,yes
141,炎高火力,0.5000,yes
141,鋼タフネス,0.3286,yes
142,雷スピード,0.8429,yes
142,ミュウツー超コントロール,0.6143,no
142,水テンポ,0.4286,yes
142,闘パワー,0.6857,yes
142,草毒コントロール,0.6286,yes
142,悪スナイプ,0.6571,yes
142,炎高火力,0.5286,yes
142,鋼タフネス,0.3429,yes
143,雷スピード,0.8429,no
143,ミュウツー超コントロール,0.7714,yes
143,水テンポ,0.5286,yes
143,闘パワー,0.7000,yes
143,草毒コントロール,0.6429,yes
143,悪スナイプ,0.6000,yes
143,炎高火力,0.4571,yes
143,鋼タフネス,0.3286,yes
144,雷スピード,0.8143,yes
144,ミュウツー超コントロール,0.6333,no
144,水テンポ,0.5286,yes
144,闘パワー,0.7143,yes
144,草毒コントロール,0.5714,yes
144,悪スナイプ,0.5524,no
144,炎高火力,0.5429,yes
144,鋼タフネス,0.3429,yes
145,雷スピード,0.8571,yes
145,ミュウツー超コントロール,0.6571,yes
145,水テンポ,0.4571,yes
145,闘パワー,0.5952,no
145,草毒コントロール,0.7143,yes
145,悪スナイプ,0.5714,yes
145,炎高火力,0.5143,yes
145,鋼タフネス,0.4429,yes
146,雷スピード,0.8619,no
146,ミュウツー超コントロール,0.6857,yes
146,水テンポ,0.4857,no
146,闘パワー,0.5286,yes
146,草毒コントロール,0.7429,yes
146,悪スナイプ,0.5714,yes
146,炎高火力,0.4714,yes
146,鋼タフネス,0.3000,yes
147,雷スピード,0.8571,no
147,ミュウツー超コントロール,0.7143,no
147,水テンポ,0.5429,yes
147,闘パワー,0.6571,yes
147,草毒コントロール,0.6286,yes
147,悪スナイプ,0.6857,yes
147,炎高火力,0.4143,yes
147,鋼タフネス,0.3143,yes
148,雷スピード,0.8095,no
148,ミュウツー超コントロール,0.7429,yes
148,水テンポ,0.4524,no
148,闘パワー,0.5429,yes
148,草毒コントロール,0.5714,yes
148,悪スナイプ,0.5714,yes
148,炎高火力,0.5429,yes
148,鋼タフネス,0.3143,yes
149,雷スピード,0.8143,no
149,ミュウツー超コントロール,0.7286,yes
149,水テンポ,0.5571,yes
149,闘パワー,0.5190,no
149,草毒コントロール,0.5714,yes
149,悪スナイプ,0.6000,yes
149,炎高火力,0.3810,no
149,鋼タフネス,0.3714,yes
150,雷スピード,0.8429,no
150,ミュウツー超コントロール,0.6190,no
150,水テンポ,0.6143,yes
150,闘パワー,0.6571,yes
150,草毒コントロール,0.4905,no
150,悪スナイプ,0.6286,yes
150,炎高火力,0.4857,yes
150,鋼タフネス,0.3429,yes
151,雷スピード,0.8857,yes
151,ミュウツー超コントロール,0.7143,yes
151,水テンポ,0.5571,yes
151,闘パワー,0.5571,yes
151,草毒コントロール,0.6571,yes
151,悪スナイプ,0.6000,yes
151,炎高火力,0.3857,yes
151,鋼タフネス,0.1857,yes
152,雷スピード,0.8524,no
152,ミュウツー超コントロール,0.8143,yes
152,水テンポ,0.5571,yes
152,闘パワー,0.6571,yes
152,草毒コントロール,0.5857,yes
152,悪スナイプ,0.6429,yes
152,炎高火力,0.4286,yes
152,鋼タフネス,0.1143,yes
153,雷スピード,0.8429,yes
153,ミュウツー超コントロール,0.7286,yes
153,水テンポ,0.7143,yes
153,闘パワー,0.5571,yes
153,草毒コントロール,0.5429,yes
153,悪スナイプ,0.6286,yes
153,炎高火力,0.4571,yes
153,鋼タフネス,0.0667,no
154,雷スピード,0.8905,no
154,ミュウツー超コントロール,0.7714,yes
154,水テンポ,0.5429,yes
154,闘パワー,0.5714,yes
154,草毒コントロール,0.5714,yes
154,悪スナイプ,0.5714,yes
154,炎高火力,0.2762,no
154,鋼タフネス,0.1429,yes
155,雷スピード,0.8714,yes
155,ミュウツー超コントロール,0.8143,yes
155,水テンポ,0.6429,no
155,闘パワー,0.4952,no
155,草毒コントロール,0.5286,yes
155,悪スナイプ,0.6571,yes
155,炎高火力,0.4857,yes
155,鋼タフネス,0.3000,yes
156,雷スピード,0.9048,no
156,ミュウツー超コントロール,0.7000,yes
156,水テンポ,0.7286,yes
156,闘パワー,0.5571,yes
156,草毒コントロール,0.5286,yes
156,悪スナイプ,0.5429,yes
156,炎高火力,0.3857,yes
156,鋼タフネス,0.1571,yes
157,雷スピード,0.9286,yes
157,ミュウツー超コントロール,0.7571,yes
157,水テンポ,0.7857,yes
157,闘パワー,0.5524,no
157,草毒コントロール,0.6143,yes
157,悪スナイプ,0.6286,yes
157,炎高火力,0.4143,yes
157,鋼タフネス,0.1571,yes
158,雷スピード,0.9000,no
158,ミュウツー超コントロール,0.6714,yes
158,水テンポ,0.6381,no
158,闘パワー,0.5571,yes
158,草毒コントロール,0.6143,yes
158,悪スナイプ,0.5286,yes
158,炎高火力,0.4000,yes
158,鋼タフネス,0.2286,yes
159,雷スピード,0.9429,yes
159,ミュウツー超コントロール,0.7714,yes
159,水テンポ,0.6095,no
159,闘パワー,0.4714,yes
159,草毒コントロール,0.6286,yes
159,悪スナイプ,0.5143,yes
159,炎高火力,0.4857,yes
159,鋼タフネス,0.2143,yes
160,雷スピード,0.9857,yes
160,ミュウツー超コントロール,0.7143,yes
160,水テンポ,0.7143,yes
160,闘パワー,0.6286,yes
160,草毒コントロール,0.4619,no
160,悪スナイプ,0.4857,yes
160,炎高火力,0.4571,yes
160,鋼タフネス,0.2286,yes
161,雷スピード,0.9143,yes
161,ミュウツー超コントロール,0.7286,no
161,水テンポ,0.7000,yes
161,闘パワー,0.5286,yes
161,草毒コントロール,0.5857,yes
161,悪スナイプ,0.3429,yes
161,炎高火力,0.3857,yes
161,鋼タフネス,0.2143,yes
162,雷スピード,0.9714,yes
162,ミュウツー超コントロール,0.7429,yes
162,水テンポ,0.6429,yes
162,闘パワー,0.4524,no
162,草毒コントロール,0.6571,yes
162,悪スナイプ,0.5000,yes
162,炎高火力,0.5571,yes
162,鋼タフネス,0.2571,yes
163,雷スピード,0.9571,yes
163,ミュウツー超コントロール,0.7048,no
163,水テンポ,0.6571,no
163,闘パワー,0.4810,no
163,草毒コントロール,0.6571,yes
163,悪スナイプ,0.4143,yes
163,炎高火力,0.4714,yes
163,鋼タフネス,0.2286,yes
164,雷スピード,0.9714,yes
164,ミュウツー超コントロール,0.7571,yes
164,水テンポ,0.7000,yes
164,闘パワー,0.4286,yes
164,草毒コントロール,0.6714,yes
164,悪スナイプ,0.5571,yes
164,炎高火力,0.3857,yes
164,鋼タフネス,0.2286,yes
165,雷スピード,0.8952,no
165,ミュウツー超コントロール,0.6714,no
165,水テンポ,0.6143,yes
165,闘パワー,0.4571,yes
165,草毒コントロール,0.7714,yes
165,悪スナイプ,0.5571,yes
165,炎高火力,0.3190,no
165,鋼タフネス,0.2143,yes
166,雷スピード,0.8810,no
166,ミュウツー超コントロール,0.6810,no
166,水テンポ,0.6429,yes
166,闘パワー,0.4571,yes
166,草毒コントロール,0.7714,yes
166,悪スナイプ,0.5857,yes
166,炎高火力,0.6286,yes
166,鋼タフネス,0.1714,yes
167,雷スピード,0.8286,no
167,ミュウツー超コントロール,0.6714,yes
167,水テンポ,0.6571,yes
167,闘パワー,0.6143,yes
167,草毒コントロール,0.7571,yes
167,悪スナイプ,0.5714,yes
167,炎高火力,0.3857,yes
167,鋼タフネス,0.4571,yes
168,雷スピード,0.9143,yes
168,ミュウツー超コントロール,0.6714,yes
168,水テンポ,0.6857,yes
168,闘パワー,0.5143,yes
168,草毒コントロール,0.7143,yes
168,悪スナイプ,0.5286,yes
168,炎高火力,0.4000,yes
168,鋼タフネス,0.5000,yes
169,雷スピード,0.8714,yes
169,ミュウツー超コントロール,0.6524,no
169,水テンポ,0.6143,yes
169,闘パワー,0.4857,yes
169,草毒コントロール,0.6810,no
169,悪スナイプ,0.6429,yes
169,炎高火力,0.4286,yes
169,鋼タフネス,0.4000,yes
170,雷スピード,0.8619,no
170,ミュウツー超コントロール,0.6286,yes
170,水テンポ,0.5667,no
170,闘パワー,0.4714,yes
170,草毒コントロール,0.6429,yes
170,悪スナイプ,0.6429,yes
170,炎高火力,0.3714,yes
170,鋼タフネス,0.2857,yes
171,雷スピード,0.8714,no
171,ミュウツー超コントロール,0.6381,no
171,水テンポ,0.5857,yes
171,闘パワー,0.3714,no
171,草毒コントロール,0.6190,no
171,悪スナイプ,0.7000,yes
171,炎高火力,0.3571,yes
171,鋼タフネス,0.4000,yes
172,雷スピード,0.9143,yes
172,ミュウツー超コントロール,0.5857,no
172,水テンポ,0.5762,no
172,闘パワー,0.4857,yes
172,草毒コントロール,0.7429,yes
172,悪スナイプ,0.6429,yes
172,炎高火力,0.3286,yes
172,鋼タフネス,0.3143,yes
173,雷スピード,0.8571,yes
173,ミュウツー超コントロール,0.7286,yes
173,水テンポ,0.5429,yes
173,闘パワー,0.4286,yes
173,草毒コントロール,0.6429,yes
173,悪スナイプ,0.6000,yes
173,炎高火力,0.4286,yes
173,鋼タフネス,0.4000,yes
174,雷スピード,0.9238,no
174,ミュウツー超コントロール,0.6952,no
174,水テンポ,0.5476,no
174,闘パワー,0.4000,yes
174,草毒コントロール,0.7571,yes
174,悪スナイプ,0.5143,yes
174,炎高火力,0.3286,yes
174,鋼タフネス,0.3714,yes
175,雷スピード,0.8762,no
175,ミュウツー超コントロール,0.7286,yes
175,水テンポ,0.5286,yes
175,闘パワー,0.3714,yes
175,草毒コントロール,0.7143,yes
175,悪スナイプ,0.5143,yes
175,炎高火力,0.3714,yes
175,鋼タフネス,0.3714,yes
176,雷スピード,0.9048,no
176,ミュウツー超コントロール,0.7286,yes
176,水テンポ,0.5714,yes
176,闘パワー,0.3429,yes
176,草毒コントロール,0.6857,yes
176,悪スナイプ,0.5714,yes
176,炎高火力,0.3857,yes
176,鋼タフネス,0.4571,yes
177,雷スピード,0.9095,no
177,ミュウツー超コントロール,0.6714,no
177,水テンポ,0.5714,yes
177,闘パワー,0.3286,yes
177,草毒コントロール,0.6571,yes
177,悪スナイプ,0.5571,yes
177,炎高火力,0.3571,yes
177,鋼タフネス,0.3571,yes
178,雷スピード,0.9143,yes
178,ミュウツー超コントロール,0.8000,yes
178,水テンポ,0.5714,yes
178,闘パワー,0.3571,yes
178,草毒コントロール,0.7000,yes
178,悪スナイプ,0.5143,yes
178,炎高火力,0.4857,yes
178,鋼タフネス,0.5000,yes
179,雷スピード,0.8714,no
179,ミュウツー超コントロール,0.7333,no
179,水テンポ,0.4905,no
179,闘パワー,0.3190,no
179,草毒コントロール,0.6857,yes
179,悪スナイプ,0.4857,yes
179,炎高火力,0.4000,yes
179,鋼タフネス,0.3714,yes
180,雷スピード,0.8857,no
180,ミュウツー超コントロール,0.8286,yes
180,水テンポ,0.6000,yes
180,闘パワー,0.3571,yes
180,草毒コントロール,0.7429,yes
180,悪スナイプ,0.5000,yes
180,炎高火力,0.4286,yes
180,鋼タフネス,0.3429,yes
181,雷スピード,0.9048,no
181,ミュウツー超コントロール,0.7000,no
181,水テンポ,0.6429,yes
181,闘パワー,0.3571,no
181,草毒コントロール,0.7857,yes
181,悪スナイプ,0.4714,yes
181,炎高火力,0.4429,yes
181,鋼タフネス,0.2857,yes
182,雷スピード,0.8857,yes
182,ミュウツー超コントロール,0.7714,yes
182,水テンポ,0.7000,yes
182,闘パワー,0.3286,yes
182,草毒コントロール,0.7286,yes
182,悪スナイプ,0.4857,yes
182,炎高火力,0.5429,yes
182,鋼タフネス,0.3714,yes
183,雷スピード,0.8571,no
183,ミュウツー超コントロール,0.8429,yes
183,水テンポ,0.5667,no
183,闘パワー,0.3429,yes
183,草毒コントロール,0.5667,no
183,悪スナイプ,0.4286,yes
183,炎高火力,0.5286,yes
183,鋼タフネス,0.4857,yes
184,雷スピード,0.8571,yes
184,ミュウツー超コントロール,0.7238,no
184,水テンポ,0.5905,no
184,闘パワー,0.2667,no
184,草毒コントロール,0.7857,yes
184,悪スナイプ,0.5143,yes
184,炎高火力,0.5571,yes
184,鋼タフネス,0.4286,yes
185,雷スピード,0.7952,no
185,ミュウツー超コントロール,0.7714,yes
185,水テンポ,0.6000,yes
185,闘パワー,0.2857,no
185,草毒コントロール,0.7286,yes
185,悪スナイプ,0.4571,yes
185,炎高火力,0.4857,yes
185,鋼タフネス,0.4714,yes
186,雷スピード,0.8333,no
186,ミュウツー超コントロール,0.7143,no
186,水テンポ,0.6143,yes
186,闘パワー,0.4143,yes
186,草毒コントロール,0.6857,yes
186,悪スナイプ,0.4571,yes
186,炎高火力,0.4429,yes
186,鋼タフネス,0.4000,yes
187,雷スピード,0.8476,no
187,ミュウツー超コントロール,0.7571,no
187,水テンポ,0.7000,yes
187,闘パワー,0.3143,yes
187,草毒コントロール,0.7286,yes
187,悪スナイプ,0.4143,yes
187,炎高火力,0.5143,yes
187,鋼タフネス,0.5143,yes
188,雷スピード,0.8381,no
188,ミュウツー超コントロール,0.7571,yes
188,水テンポ,0.6476,no
188,闘パワー,0.4286,yes
188,草毒コントロール,0.5619,no
188,悪スナイプ,0.3857,yes
188,炎高火力,0.5286,yes
188,鋼タフネス,0.4286,yes
189,雷スピード,0.8333,no
189,ミュウツー超コントロール,0.7048,no
189,水テンポ,0.6286,yes
189,闘パワー,0.3857,yes
189,草毒コントロール,0.6143,yes
189,悪スナイプ,0.4000,yes
189,炎高火力,0.3571,yes
189,鋼タフネス,0.5857,yes
190,雷スピード,0.7857,yes
190,ミュウツー超コントロール,0.7286,yes
190,水テンポ,0.7000,yes
190,闘パワー,0.3286,yes
190,草毒コントロール,0.7000,yes
190,悪スナイプ,0.4857,yes
190,炎高火力,0.4286,yes
190,鋼タフネス,0.6286,yes
191,雷スピード,0.7810,no
191,ミュウツー超コントロール,0.6429,yes
191,水テンポ,0.6714,yes
191,闘パワー,0.4286,yes
191,草毒コントロール,0.7714,yes
191,悪スナイプ,0.3762,no
191,炎高火力,0.4714,yes
191,鋼タフネス,0.5429,yes
192,雷スピード,0.7190,no
192,ミュウツー超コントロール,0.7429,yes
192,水テンポ,0.6429,yes
192,闘パワー,0.3571,yes
192,草毒コントロール,0.6571,yes
192,悪スナイプ,0.3857,yes
192,炎高火力,0.4429,yes
192,鋼タフネス,0.5429,yes
193,雷スピード,0.7429,no
193,ミュウツー超コントロール,0.7143,yes
193,水テンポ,0.6952,no
193,闘パワー,0.3286,yes
193,草毒コントロール,0.7429,yes
193,悪スナイプ,0.4429,yes
193,炎高火力,0.4429,yes
193,鋼タフネス,0.5714,yes
194,雷スピード,0.7524,no
194,ミュウツー超コントロール,0.6714,yes
194,水テンポ,0.7571,yes
194,闘パワー,0.4429,yes
194,草毒コントロール,0.6286,yes
194,悪スナイプ,0.6000,yes
194,炎高火力,0.4857,yes
194,鋼タフネス,0.5143,yes
195,雷スピード,0.7000,yes
195,ミュウツー超コントロール,0.5857,yes
195,水テンポ,0.7571,yes
195,闘パワー,0.3952,no
195,草毒コントロール,0.7714,yes
195,悪スナイプ,0.4286,yes
195,炎高火力,0.4286,yes
195,鋼タフネス,0.4429,yes
196,雷スピード,0.7714,yes
196,ミュウツー超コントロール,0.5905,no
196,水テンポ,0.7381,no
196,闘パワー,0.4000,no
196,草毒コントロール,0.7714,yes
196,悪スナイプ,0.4857,yes
196,炎高火力,0.4143,yes
196,鋼タフネス,0.3905,no
197,雷スピード,0.7714,yes
197,ミュウツー超コントロール,0.5667,no
197,水テンポ,0.8143,yes
197,闘パワー,0.4571,yes
197,草毒コントロール,0.7429,yes
197,悪スナイプ,0.4714,yes
197,炎高火力,0.4857,yes
197,鋼タフネス,0.4857,yes
198,雷スピード,0.8286,yes
198,ミュウツー超コントロール,0.5429,yes
198,水テンポ,0.7381,no
198,闘パワー,0.4571,yes
198,草毒コントロール,0.6429,yes
198,悪スナイプ,0.5000,yes
198,炎高火力,0.4000,yes
198,鋼タフネス,0.4714,yes
199,雷スピード,0.8714,yes
199,ミュウツー超コントロール,0.5429,yes
199,水テンポ,0.7143,yes
199,闘パワー,0.5000,yes
199,草毒コントロール,0.6429,yes
199,悪スナイプ,0.4714,yes
199,炎高火力,0.4429,yes
199,鋼タフネス,0.4714,yes
200,雷スピード,0.7714,no
200,ミュウツー超コントロール,0.5762,no
200,水テンポ,0.6429,yes
200,闘パワー,0.4857,yes
200,草毒コントロール,0.6857,yes
200,悪スナイプ,0.5714,yes
200,炎高火力,0.4286,yes
200,鋼タフネス,0.4143,yes
